from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
seam_preschool_c10_7,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_7,seam_preschool_36_mo_66_mo,radio,,,,
seam_fam_inf_child,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_fam_inf_child,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_1_1,seam_family_profile_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Responding to My Baby's Needs</span></p></div>",radio,child_3_arm_4,seam_faminf_1_1,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_1_1_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_1_1_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_1_2,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_1_2,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_1_2_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_1_2_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_1_3,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_1_3,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_1_3_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_1_3_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_2_1,seam_family_profile_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Activities and Playing with My Baby</span></p></div>",radio,child_3_arm_4,seam_faminf_2_1,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_2_1_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_2_1_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_2_2,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_2_2,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_2_2_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_2_2_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_3_1,seam_family_profile_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Predictable Schedule/Routines and Appropriate Environment for My Baby</span></p></div>",radio,child_3_arm_4,seam_faminf_3_1,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_3_1_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_3_1_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_3_2,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_3_2,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_3_2_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_3_2_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_3_3,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_3_3,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_3_3_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_3_3_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_1,seam_family_profile_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing My Baby with a Safe Home and Play Environment</span></p></div>",radio,child_3_arm_4,seam_faminf_4_1,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_1_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_1_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_2,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_4_2,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_2_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_2_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_3,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_4_3,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_3_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_3_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_4,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_4_4,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_4_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_4_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_5,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_4_5,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_5_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_5_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_faminf_4_6,seam_family_profile_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_faminf_4_6,seam_family_profile_infant_2_mo_18_mo,radio,,,,
seam_faminf_4_6_exp,seam_family_profile_infant_2_mo_18_mo,,notes,child_3_arm_4,seam_faminf_4_6_exp,seam_family_profile_infant_2_mo_18_mo,notes,,,,
seam_fam_tod_child,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_fam_tod_child,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_1,seam_family_profile_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Responding to My Child's Needs</span></p></div>",radio,child_3_arm_4,seam_famtodd_1_1,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_1_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_1_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_1_2,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_1_2,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_2_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_2_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_1_3,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_1_3,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_3_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_3_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_1_4,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_1_4,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_4_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_4_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_1_5,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_1_5,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_5_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_5_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_1_6,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_1_6,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_1_6_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_1_6_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_2_1,seam_family_profile_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Activities that Match My Child's Developmental Level</span></p></div>",radio,child_3_arm_4,seam_famtodd_2_1,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_2_1_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_2_1_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_2_2,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_2_2,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_2_2_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_2_2_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_3_1,seam_family_profile_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Predictable Schedule/Routines and Appropriate Environment for My Child</span></p></div>",radio,child_3_arm_4,seam_famtodd_3_1,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_3_1_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_3_1_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_3_2,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_3_2,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_3_2_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_3_2_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_3_3,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_3_3,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_3_3_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_3_3_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_3_4,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_3_4,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_3_4_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_3_4_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_4_1,seam_family_profile_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing a Safe Home and Play Environment for My Child</span></p></div>",radio,child_3_arm_4,seam_famtodd_4_1,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_4_1_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_4_1_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_4_2,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_4_2,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_4_2_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_4_2_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_4_3,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_4_3,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_4_3_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_4_3_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_4_4,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_4_4,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_4_4_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_4_4_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_famtodd_4_5,seam_family_profile_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_famtodd_4_5,seam_family_profile_toddler_18_mo_36_mo,radio,,,,
seam_famtodd_4_5_exp,seam_family_profile_toddler_18_mo_36_mo,,notes,child_3_arm_4,seam_famtodd_4_5_exp,seam_family_profile_toddler_18_mo_36_mo,notes,,,,
seam_fam_pres_child,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fam_pres_child,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_1,seam_family_profile_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Responding to My Child's Needs</span></p></div>",radio,child_3_arm_4,seam_fampre_1_1,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_1_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_1_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_1_2,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_1_2,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_2_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_2_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_1_3,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_1_3,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_3_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_3_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_1_4,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_1_4,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_4_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_4_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_1_5,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_1_5,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_5_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_5_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_1_6,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_1_6,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_1_6_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_1_6_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_2_1,seam_family_profile_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Activities that Match My Child's Developmental Level</span></p></div>",radio,child_3_arm_4,seam_fampre_2_1,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_2_1_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_2_1_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_2_2,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_2_2,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_2_2_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_2_2_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_3_1,seam_family_profile_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing Predictable Schedule/Routines and Appropriate Environment for My Child</span></p></div>",radio,child_3_arm_4,seam_fampre_3_1,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_3_1_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_3_1_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_3_2,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_3_2,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_3_2_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_3_2_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_3_3,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_3_3,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_3_3_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_3_3_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_3_4,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_3_4,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_3_4_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_3_4_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_4_1,seam_family_profile_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Providing a Safe Home and Play Environment for My Child</span></p></div>",radio,child_3_arm_4,seam_fampre_4_1,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_4_1_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_4_1_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_4_2,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_4_2,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_4_2_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_4_2_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_4_3,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_4_3,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_4_3_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_4_3_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_4_4,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_4_4,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_4_4_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_4_4_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
seam_fampre_4_5,seam_family_profile_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_fampre_4_5,seam_family_profile_preschool_36_mo_66_mo,radio,,,,
seam_fampre_4_5_exp,seam_family_profile_preschool_36_mo_66_mo,,notes,child_3_arm_4,seam_fampre_4_5_exp,seam_family_profile_preschool_36_mo_66_mo,notes,,,,
ace_child,adverse_childhood_events_child,,radio,child_3_arm_4,ace_child,adverse_childhood_events_child,radio,,,,
ace_section1_child,adverse_childhood_events_child,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Section 1. </span></span></p> <p>At any point since your child was born...</p> <p><span style=""font-weight: normal;"">• Your child's parents or guardians were separated or divorced</span></p> <p><span style=""font-weight: normal;"">• Your child lived with a household member who served time in jail or prison</span></p> <p><span style=""font-weight: normal;"">• Your child lived with a household member who was depressed, mentally ill or attempted suicide</span></p> <p><span style=""font-weight: normal;"">• Your child saw or heard household members hurt or threaten to hurt each other</span></p> <p><span style=""font-weight: normal;"">• A household member swore at, insulted, humiliated, or put down your child in a way that scared your child OR a household member acted in a way that made your child afraid that s/he might be physically hurt</span></p> <p><span style=""font-weight: normal;"">• Someone touched your child's private parts or asked your child to touch their private parts in a sexual way</span></p> <p><span style=""font-weight: normal;"">• More than once, your child went without food, clothing, a place to live, or had no one to protect her/him</span></p> <p><span style=""font-weight: normal;"">• Someone pushed, grabbed, slapped or threw something at your child OR your child was hit so hard that your child was injured or had marks</span></p> <p><span style=""font-weight: normal;"">• Your child lived with someone who had a problem with drinking or using drugs</span></p> <p><span style=""font-weight: normal;"">• Your child often felt unsupported, unloved and/or unprotected</span></p></div>",dropdown,child_3_arm_4,ace_section1_child,adverse_childhood_events_child,dropdown,,,,
ace_section2_child,adverse_childhood_events_child,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Section 2.</span></span><br />At any point since your child was born...</p> <p><span style=""font-weight: 400;"">• Your child was in foster care</span></p> <p><span style=""font-weight: 400;"">• Your child experienced harassment or bullying at school</span></p> <p><span style=""font-weight: 400;"">• Your child lived with a parent or guardian who died</span></p> <p><span style=""font-weight: 400;"">• Your child was separated from her/his primary caregiver through deportation or immigration</span></p> <p><span style=""font-weight: 400;"">• Your child had a serious medical procedure or life threatening illness</span></p> <p><span style=""font-weight: 400;"">• Your child often saw or heard violence in the neighborhood or in her/his school neighborhood</span></p> <p><span style=""font-weight: 400;"">• Your child was often treated badly because of race, sexual orientation, place of birth, disability or religion</span></p></div>",dropdown,child_3_arm_4,ace_section2_child,adverse_childhood_events_child,dropdown,,,,
title_scas,anxiety_scale,,descriptive,child_3_arm_4,title_scas,anxiety_scale,descriptive,,,,
instructions,anxiety_scale,,descriptive,child_3_arm_4,instructions,anxiety_scale,descriptive,,,,
q1,anxiety_scale,,radio,child_3_arm_4,q1,anxiety_scale,radio,,,,
q2,anxiety_scale,,radio,child_3_arm_4,q2,anxiety_scale,radio,,,,
q3,anxiety_scale,,radio,child_3_arm_4,q3,anxiety_scale,radio,,,,
q4,anxiety_scale,,radio,child_3_arm_4,q4,anxiety_scale,radio,,,,
q5,anxiety_scale,,radio,child_3_arm_4,q5,anxiety_scale,radio,,,,
q6,anxiety_scale,,radio,child_3_arm_4,q6,anxiety_scale,radio,,,,
q7,anxiety_scale,,radio,child_3_arm_4,q7,anxiety_scale,radio,,,,
q9,anxiety_scale,,radio,child_3_arm_4,q9,anxiety_scale,radio,,,,
q8,anxiety_scale,,radio,child_3_arm_4,q8,anxiety_scale,radio,,,,
q10,anxiety_scale,,radio,child_3_arm_4,q10,anxiety_scale,radio,,,,
q11,anxiety_scale,,radio,child_3_arm_4,q11,anxiety_scale,radio,,,,
q12,anxiety_scale,,radio,child_3_arm_4,q12,anxiety_scale,radio,,,,
q13,anxiety_scale,,radio,child_3_arm_4,q13,anxiety_scale,radio,,,,
q14,anxiety_scale,,radio,child_3_arm_4,q14,anxiety_scale,radio,,,,
q15,anxiety_scale,,radio,child_3_arm_4,q15,anxiety_scale,radio,,,,
q16,anxiety_scale,,radio,child_3_arm_4,q16,anxiety_scale,radio,,,,
q17,anxiety_scale,,radio,child_3_arm_4,q17,anxiety_scale,radio,,,,
q18,anxiety_scale,,radio,child_3_arm_4,q18,anxiety_scale,radio,,,,
q19,anxiety_scale,,radio,child_3_arm_4,q19,anxiety_scale,radio,,,,
q20,anxiety_scale,,radio,child_3_arm_4,q20,anxiety_scale,radio,,,,
q21,anxiety_scale,,radio,child_3_arm_4,q21,anxiety_scale,radio,,,,
q22,anxiety_scale,,radio,child_3_arm_4,q22,anxiety_scale,radio,,,,
q23,anxiety_scale,,radio,child_3_arm_4,q23,anxiety_scale,radio,,,,
q24,anxiety_scale,,radio,child_3_arm_4,q24,anxiety_scale,radio,,,,
q25,anxiety_scale,,radio,child_3_arm_4,q25,anxiety_scale,radio,,,,
q26,anxiety_scale,,radio,child_3_arm_4,q26,anxiety_scale,radio,,,,
q27,anxiety_scale,,radio,child_3_arm_4,q27,anxiety_scale,radio,,,,
